comments c,posts p,postLinks pl,users u#p.Id=c.PostId,p.Id=pl.RelatedPostId,p.OwnerUserId=u.Id#p.PostTypeId,=,1,p.Score,<=,13,p.CommentCount,>=,0,p.FavoriteCount,>=,0,u.DownVotes,>=,0,u.CreationDate,<=,1409710062#13634
votes v,posts p,badges b,users u#u.Id=v.UserId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>=,-3,p.Score,<=,23,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CreationDate,>=,1279570117,b.Date,<=,1410302681,u.Views,>=,0,u.Views,<=,261,u.CreationDate,>=,1311149303#1660750
comments c,posts p,postLinks pl,postHistory ph,votes v,badges b#p.Id=c.PostId,p.Id=pl.RelatedPostId,p.Id=ph.PostId,p.Id=v.PostId,b.UserId=c.UserId#c.Score,=,1,c.CreationDate,<=,1410510796,p.Score,>=,-1,p.Score,<=,15,pl.LinkTypeId,=,1,ph.CreationDate,>=,1280309743,ph.CreationDate,<=,1395091732,b.Date,<=,1409389553#84714
comments c,posts p,postLinks pl,users u#p.Id=c.PostId,p.Id=pl.RelatedPostId,p.OwnerUserId=u.Id#c.CreationDate,<=,1409581614,p.PostTypeId,=,1,p.Score,>=,0,p.Score,<=,19,p.AnswerCount,<=,11,p.CommentCount,>=,0,p.CommentCount,<=,12,p.CreationDate,>=,1279602280,pl.LinkTypeId,=,1,u.Reputation,<=,722,u.DownVotes,<=,6#14075
postHistory ph,posts p,votes v,users u#p.Id=ph.PostId,u.Id=p.OwnerUserId,p.Id=v.PostId#ph.CreationDate,>=,1298856266,p.Score,>=,-2,p.Score,<=,30,p.ViewCount,<=,2958,p.FavoriteCount,>=,0,p.FavoriteCount,<=,5,p.CreationDate,<=,1409930201,u.UpVotes,<=,28#234136
postLinks pl,posts p,votes v,users u#p.Id=pl.RelatedPostId,p.Id=v.PostId,u.Id=p.OwnerUserId#pl.LinkTypeId,=,1,p.PostTypeId,=,1,p.CommentCount,<=,14,p.FavoriteCount,<=,34,v.BountyAmount,>=,0,v.BountyAmount,<=,100,v.CreationDate,<=,1410393600,u.UpVotes,>=,0,u.CreationDate,>=,1288963133,u.CreationDate,<=,1408633255#227
comments c,posts p,postLinks pl,users u#p.Id=c.PostId,p.Id=pl.RelatedPostId,p.OwnerUserId=u.Id#p.PostTypeId,=,2,p.Score,>=,-2,p.CommentCount,<=,13#14
comments c,posts p,postLinks pl,users u#p.Id=c.PostId,p.Id=pl.RelatedPostId,p.OwnerUserId=u.Id#p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,14,p.CreationDate,>=,1279611068,pl.LinkTypeId,=,1,u.DownVotes,<=,6,u.UpVotes,>=,0,u.UpVotes,<=,120#20214
comments c,posts p,postLinks pl,users u#p.Id=c.PostId,p.Id=pl.RelatedPostId,p.OwnerUserId=u.Id#c.CreationDate,>=,1281371093,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,8,p.CreationDate,<=,1410355194,u.Reputation,<=,526,u.DownVotes,>=,0,u.DownVotes,<=,2,u.CreationDate,<=,1410412946#14557
comments c,posts p,postLinks pl,postHistory ph,users u#p.Id=pl.RelatedPostId,pl.RelatedPostId=c.PostId,pl.RelatedPostId=ph.PostId,u.Id=c.UserId#p.Score,=,7,p.ViewCount,>=,0,p.CreationDate,>=,1280418339,p.CreationDate,<=,1409279279,pl.CreationDate,>=,1330004833,pl.CreationDate,<=,1410302117,ph.PostHistoryTypeId,=,5,ph.CreationDate,>=,1280211638,u.DownVotes,=,0#564
comments c,votes v,badges b,users u#u.Id=c.UserId,u.Id=v.UserId,u.Id=b.UserId#c.CreationDate,<=,1410423631,b.Date,>=,1280173722,u.Reputation,<=,307,u.Views,>=,0,u.Views,<=,47,u.UpVotes,>=,0,u.CreationDate,<=,1410272465#893194
comments c,posts p,votes v,users u#p.Id=c.PostId,p.Id=v.PostId,u.Id=p.OwnerUserId#c.CreationDate,>=,1279571522,p.Score,>=,0,p.Score,<=,13,p.AnswerCount,>=,0,p.CommentCount,<=,9,v.VoteTypeId,=,2,u.Views,>=,0,u.Views,<=,334#158518
postHistory ph,posts p,votes v,users u#p.Id=ph.PostId,u.Id=p.OwnerUserId,p.Id=v.PostId#p.ViewCount,>=,0,p.ViewCount,<=,2018,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CreationDate,<=,1408974272,u.Views,>=,0,u.Views,<=,61,u.CreationDate,>=,1279573957,u.CreationDate,<=,1407432395#450038
comments c,postHistory ph,badges b,votes v,users u#u.Id=b.UserId,b.UserId=ph.UserId,ph.UserId=v.UserId,v.UserId=c.UserId#ph.PostHistoryTypeId,=,1,v.CreationDate,<=,1410134400,u.Reputation,>=,1,u.Views,>=,0,u.UpVotes,>=,0#2662677860898
tags t,posts p,users u,postHistory ph,badges b#p.Id=t.ExcerptPostId,u.Id=ph.UserId,u.Id=b.UserId,u.Id=p.OwnerUserId#p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,55,p.CreationDate,<=,1410295253,u.DownVotes,=,0,ph.PostHistoryTypeId,=,5,ph.CreationDate,>=,1291833972,ph.CreationDate,<=,1409344118,b.Date,>=,1280281732,b.Date,<=,1410278194#15
comments c,posts p,votes v,users u#p.Id=c.PostId,p.Id=v.PostId,u.Id=p.OwnerUserId#p.ViewCount,>=,0,p.ViewCount,<=,6692#354432
postLinks pl,posts p,votes v,users u#p.Id=pl.RelatedPostId,p.Id=v.PostId,u.Id=p.OwnerUserId#pl.LinkTypeId,=,3,p.CommentCount,>=,0,p.CommentCount,<=,16,p.FavoriteCount,>=,0,p.CreationDate,>=,1279726637,v.CreationDate,>=,1233532800,v.CreationDate,<=,1409616000,u.Reputation,=,113#3
comments c,posts p,postHistory ph,badges b,users u#u.Id=c.UserId,u.Id=p.OwnerUserId,u.Id=ph.UserId,u.Id=b.UserId#c.CreationDate,<=,1410561074,p.CommentCount,>=,0,p.CommentCount,<=,13,ph.CreationDate,=,1401961318,u.UpVotes,>=,0,u.CreationDate,<=,1410223355#1169841
comments c,postLinks pl,postHistory ph,votes v#pl.PostId=c.PostId,c.PostId=ph.PostId,ph.PostId=v.PostId#pl.LinkTypeId,=,1,pl.CreationDate,>=,1315686239,ph.PostHistoryTypeId,=,2,ph.CreationDate,<=,1406797231#219693
comments c,posts p,postLinks pl,users u#p.Id=c.PostId,p.Id=pl.RelatedPostId,p.OwnerUserId=u.Id#c.Score,=,0,p.PostTypeId,=,1,p.Score,>=,-2,p.Score,<=,9,p.AnswerCount,=,1,p.CreationDate,>=,1282217581,p.CreationDate,<=,1410338703#4708
postHistory ph,posts p,users u,badges b#u.Id=p.OwnerUserId,p.OwnerUserId=ph.UserId,ph.UserId=b.UserId#ph.CreationDate,<=,1407795727,p.AnswerCount,<=,5,p.CommentCount,>=,0,p.CommentCount,<=,8,u.Views,<=,135#11994309
comments c,posts p,votes v,users u#u.Id=c.UserId,u.Id=p.OwnerUserId,u.Id=v.UserId#c.CreationDate,>=,1281579799,p.Score,<=,12,p.AnswerCount,>=,0,p.AnswerCount,<=,7,v.BountyAmount,>=,0,v.BountyAmount,<=,50,v.CreationDate,<=,1410566400,u.Reputation,>=,1,u.Reputation,<=,31170#2464272
comments c,posts p,postHistory ph,badges b,users u#u.Id=c.UserId,u.Id=p.OwnerUserId,u.Id=ph.UserId,u.Id=b.UserId#c.Score,=,0,c.CreationDate,<=,1409955268,p.Score,>=,-1,p.Score,<=,11,p.FavoriteCount,<=,3,b.Date,<=,1410284935,u.Reputation,>=,1#124657050160
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#p.ViewCount,<=,12640,p.CommentCount,>=,0,p.CreationDate,>=,1279694378,p.CreationDate,<=,1409961344,ph.PostHistoryTypeId,=,5,ph.CreationDate,<=,1404967166,v.BountyAmount,<=,50,v.CreationDate,<=,1410652800#3117
postHistory ph,posts p,users u,badges b#u.Id=p.OwnerUserId,p.OwnerUserId=ph.UserId,ph.UserId=b.UserId#ph.CreationDate,>=,1288088735,p.PostTypeId,=,1,p.ViewCount,<=,4797,p.AnswerCount,<=,4,p.FavoriteCount,>=,0,p.FavoriteCount,<=,7,u.Reputation,>=,1,u.CreationDate,>=,1280257881,b.Date,>=,1279583047#70336012
postLinks pl,posts p,users u,badges b#p.Id=pl.RelatedPostId,u.Id=p.OwnerUserId,u.Id=b.UserId#pl.LinkTypeId,=,1,p.Score,<=,19,p.ViewCount,>=,0,p.ViewCount,<=,3486,p.AnswerCount,>=,0,p.AnswerCount,<=,5,p.FavoriteCount,>=,0,p.FavoriteCount,<=,27,p.CreationDate,>=,1280411467,p.CreationDate,<=,1407089969,u.Views,>=,0,u.CreationDate,>=,1279568575,u.CreationDate,<=,1410432985#96934
comments c,posts p,votes v,users u#u.Id=c.UserId,u.Id=p.OwnerUserId,u.Id=v.UserId#p.PostTypeId,=,2,p.Score,>=,-3,v.BountyAmount,>=,0,u.UpVotes,<=,31#65544
comments c,posts p,postHistory ph,votes v,users u#u.Id=c.UserId,c.UserId=p.OwnerUserId,p.OwnerUserId=ph.UserId,ph.UserId=v.UserId#c.Score,=,0,c.CreationDate,<=,1410318333,p.PostTypeId,=,1,p.ViewCount,=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,8,p.CreationDate,>=,1280177373,p.CreationDate,<=,1408718763,ph.PostHistoryTypeId,=,2,ph.CreationDate,<=,1410368411#897
posts p,postLinks pl,postHistory ph,votes v,badges b,users u#p.Id=pl.RelatedPostId,u.Id=p.OwnerUserId,u.Id=b.UserId,u.Id=ph.UserId,u.Id=v.UserId#p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.FavoriteCount,>=,0,v.BountyAmount,>=,0,u.CreationDate,>=,1280243989,u.CreationDate,<=,1407331227#590236084
comments c,postHistory ph,votes v,users u#u.Id=v.UserId,v.UserId=ph.UserId,ph.UserId=c.UserId#c.Score,=,0,c.CreationDate,>=,1283330128,ph.CreationDate,>=,1281009522,ph.CreationDate,<=,1409955004,v.BountyAmount,<=,50,v.CreationDate,<=,1410393600,u.DownVotes,>=,0,u.DownVotes,<=,0#1660295
postHistory ph,posts p,votes v,users u#p.Id=ph.PostId,u.Id=p.OwnerUserId,p.Id=v.PostId#p.Score,>=,0,p.Score,<=,14,p.CommentCount,<=,8,p.FavoriteCount,>=,0,p.CreationDate,<=,1408613006,v.VoteTypeId,=,2,u.Reputation,<=,649,u.Views,>=,0,u.Views,<=,23#133524
comments c,postHistory ph,votes v,users u#u.Id=v.UserId,v.UserId=ph.UserId,ph.UserId=c.UserId#c.Score,=,0,u.UpVotes,>=,0,u.UpVotes,<=,6,u.CreationDate,>=,1283255006#637626
comments c,posts p,tags t,postHistory ph,badges b,users u#u.Id=p.OwnerUserId,p.OwnerUserId=b.UserId,p.OwnerUserId=c.UserId,p.OwnerUserId=ph.UserId,p.Id=t.ExcerptPostId#c.Score,=,1,p.Score,<=,31,p.FavoriteCount,>=,0,p.FavoriteCount,<=,4,t.Count,>=,1,ph.PostHistoryTypeId,=,2,ph.CreationDate,<=,1409905641,u.UpVotes,<=,72#4589
postHistory ph,posts p,users u,badges b#u.Id=p.OwnerUserId,p.OwnerUserId=ph.UserId,ph.UserId=b.UserId#ph.PostHistoryTypeId,=,2,p.Score,<=,15,p.CommentCount,=,0,p.CreationDate,<=,1410658074,u.CreationDate,<=,1408449583,b.Date,>=,1279665752#1043100910
comments c,posts p,postLinks pl,postHistory ph,votes v,badges b#p.Id=c.PostId,p.Id=pl.RelatedPostId,p.Id=ph.PostId,p.Id=v.PostId,b.UserId=c.UserId#p.ViewCount,>=,0,pl.CreationDate,>=,1302026530,pl.CreationDate,<=,1409047382,v.BountyAmount,>=,0,v.BountyAmount,<=,50,b.Date,<=,1408089242#26073
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#v.VoteTypeId,=,5,v.CreationDate,>=,1279497600,p.PostTypeId,=,1,p.Score,>=,-2,b.Date,>=,1284834290,u.Reputation,<=,250#82361
comments c,posts p,votes v,users u#p.Id=c.PostId,p.Id=v.PostId,u.Id=p.OwnerUserId#c.CreationDate,>=,1280332098,c.CreationDate,<=,1410481221,p.Score,>=,-4,p.Score,<=,68,p.AnswerCount,=,1,p.CommentCount,>=,0,p.CommentCount,<=,12,p.FavoriteCount,=,0,v.CreationDate,>=,1280534400,u.DownVotes,>=,0,u.DownVotes,<=,6,u.UpVotes,>=,0#1957
tags t,posts p,postHistory ph,votes v,users u#p.Id=t.ExcerptPostId,p.Id=ph.PostId,p.Id=v.PostId,p.OwnerUserId=u.Id#t.Count,<=,836,p.Score,<=,20,p.CommentCount,<=,9,p.FavoriteCount,>=,0,v.VoteTypeId,=,2,v.CreationDate,<=,1410480000,u.Reputation,>=,1,u.Views,>=,0,u.Views,<=,28,u.DownVotes,>=,0#1
postLinks pl,posts p,votes v,users u#p.Id=pl.RelatedPostId,p.Id=v.PostId,u.Id=p.OwnerUserId#pl.CreationDate,>=,1293722898,p.PostTypeId,=,1,p.ViewCount,<=,1900,v.BountyAmount,<=,50,u.UpVotes,=,0#17
comments c,posts p,postLinks pl,users u#p.Id=c.PostId,p.Id=pl.RelatedPostId,p.OwnerUserId=u.Id#p.Score,<=,32,p.ViewCount,>=,0,p.ViewCount,<=,4262,p.AnswerCount,>=,0,pl.LinkTypeId,=,1,u.Views,>=,0,u.Views,<=,57,u.UpVotes,>=,0,u.UpVotes,<=,48#12154
tags t,posts p,users u,votes v,badges b#p.Id=t.ExcerptPostId,u.Id=v.UserId,u.Id=b.UserId,u.Id=p.OwnerUserId#p.ViewCount,<=,2867,u.CreationDate,<=,1409237996#1541962
comments c,posts p,postLinks pl,postHistory ph,votes v,badges b#p.Id=c.PostId,p.Id=pl.RelatedPostId,p.Id=ph.PostId,p.Id=v.PostId,b.UserId=c.UserId#c.Score,=,0,p.PostTypeId,=,1,p.Score,>=,-1,p.Score,<=,12,p.CommentCount,>=,0,p.CommentCount,<=,11,p.FavoriteCount,>=,0,p.FavoriteCount,<=,10,pl.CreationDate,>=,1302852216,pl.CreationDate,<=,1408635261#325203
votes v,posts p,badges b,users u#u.Id=v.UserId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>=,-1,p.ViewCount,>=,0,b.Date,>=,1279866206,b.Date,<=,1409950530,u.DownVotes,<=,1#3743903
comments c,posts p,votes v,users u#u.Id=c.UserId,u.Id=p.OwnerUserId,u.Id=v.UserId#c.CreationDate,>=,1283354591,p.Score,>=,-1,v.BountyAmount,<=,50,u.Views,>=,0,u.UpVotes,>=,0,u.UpVotes,<=,23#218386
votes v,posts p,badges b,users u#u.Id=v.UserId,u.Id=p.OwnerUserId,u.Id=b.UserId#v.BountyAmount,>=,0,p.PostTypeId,=,2,p.Score,>=,-1,p.CommentCount,>=,0,p.CommentCount,<=,10,u.Reputation,>=,1,u.Views,>=,0#22017424
comments c,postHistory ph,badges b,users u#u.Id=c.UserId,u.Id=ph.UserId,u.Id=b.UserId#c.Score,=,0,c.CreationDate,<=,1410650845,ph.PostHistoryTypeId,=,1,u.Reputation,>=,1,u.UpVotes,<=,164#12085795
comments c,postHistory ph,badges b,users u#u.Id=c.UserId,u.Id=ph.UserId,u.Id=b.UserId#c.Score,=,0,b.Date,>=,1280240924,b.Date,<=,1410477253,u.DownVotes,>=,0,u.DownVotes,<=,0,u.CreationDate,>=,1279650165,u.CreationDate,<=,1409266491#58004041
comments c,posts p,postLinks pl,postHistory ph,votes v,badges b#p.Id=c.PostId,p.Id=pl.RelatedPostId,p.Id=ph.PostId,p.Id=v.PostId,b.UserId=c.UserId#c.CreationDate,>=,1278849154,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CommentCount,>=,0,pl.LinkTypeId,=,1,pl.CreationDate,>=,1308261593,pl.CreationDate,<=,1408646840,ph.CreationDate,<=,1409223866,v.VoteTypeId,=,2,v.CreationDate,>=,1279497600,v.CreationDate,<=,1410307200,b.Date,<=,1410171964#1811845
comments c,postHistory ph,badges b,users u#u.Id=c.UserId,u.Id=ph.UserId,u.Id=b.UserId#c.Score,=,0,c.CreationDate,>=,1282269790,ph.CreationDate,>=,1315231772,ph.CreationDate,<=,1404921311,b.Date,<=,1408706016,u.CreationDate,>=,1280172938#36988866592
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#p.ViewCount,>=,0,p.ViewCount,<=,4877,p.AnswerCount,>=,0,p.CommentCount,>=,0,v.VoteTypeId,=,2#885758
postLinks pl,posts p,users u,badges b#p.Id=pl.RelatedPostId,u.Id=p.OwnerUserId,u.Id=b.UserId#pl.CreationDate,>=,1307110118,p.ViewCount,=,154,p.AnswerCount,>=,0,p.AnswerCount,<=,3,u.Views,<=,17#4
comments c,votes v,badges b,users u#u.Id=c.UserId,u.Id=v.UserId,u.Id=b.UserId#c.CreationDate,<=,1409540529,u.Reputation,<=,1863#19515072
comments c,posts p,postLinks pl,postHistory ph,votes v,badges b#p.Id=c.PostId,p.Id=pl.RelatedPostId,p.Id=ph.PostId,p.Id=v.PostId,b.UserId=c.UserId#c.CreationDate,>=,1281298147,c.CreationDate,<=,1410294497,p.PostTypeId,=,2,p.Score,<=,31,pl.CreationDate,<=,1397267133,ph.PostHistoryTypeId,=,5,v.BountyAmount,<=,100#44
votes v,posts p,badges b,users u#u.Id=v.UserId,u.Id=p.OwnerUserId,u.Id=b.UserId#v.VoteTypeId,=,5,v.CreationDate,>=,1279584000,p.Score,>=,0,p.Score,<=,83,p.AnswerCount,>=,0,p.FavoriteCount,<=,44#14221994
comments c,postLinks pl,postHistory ph,votes v#pl.PostId=c.PostId,c.PostId=ph.PostId,ph.PostId=v.PostId#pl.LinkTypeId,=,1,v.BountyAmount,>=,0,v.BountyAmount,<=,100,v.CreationDate,>=,1233532800,v.CreationDate,<=,1410480000#15849
comments c,posts p,postHistory ph,votes v,badges b,users u#u.Id=p.OwnerUserId,u.Id=b.UserId,p.Id=c.PostId,p.Id=ph.PostId,p.Id=v.PostId#p.AnswerCount,<=,6,p.CommentCount,=,7,ph.PostHistoryTypeId,=,5,b.Date,>=,1280258025,u.CreationDate,<=,1409168345#1274476
comments c,postLinks pl,posts p,users u,badges b#p.Id=pl.RelatedPostId,p.Id=c.PostId,u.Id=b.UserId,u.Id=p.OwnerUserId#pl.LinkTypeId,=,1,p.CommentCount,<=,14,p.FavoriteCount,>=,0,u.Reputation,>=,1,u.UpVotes,>=,0#17638
postHistory ph,votes v,users u,badges b#u.Id=ph.UserId,u.Id=v.UserId,u.Id=b.UserId#u.Views,>=,0,u.Views,<=,870,u.DownVotes,>=,0,u.UpVotes,>=,0#72953923
comments c,posts p,postLinks pl,postHistory ph,votes v,users u#p.Id=pl.PostId,p.Id=c.PostId,p.Id=ph.PostId,p.Id=v.PostId,u.Id=p.OwnerUserId#p.CommentCount,>=,0,ph.CreationDate,>=,1280341270,u.DownVotes,<=,2#1716075
postHistory ph,posts p,votes v,users u#p.Id=ph.PostId,u.Id=p.OwnerUserId,p.Id=v.PostId#ph.PostHistoryTypeId,=,14,p.ViewCount,>=,0,p.CommentCount,<=,13,p.FavoriteCount,<=,6,v.VoteTypeId,=,2,u.Views,>=,0,u.Views,<=,22#109
comments c,postHistory ph,badges b,users u#u.Id=c.UserId,u.Id=ph.UserId,u.Id=b.UserId#u.Views,<=,28,u.UpVotes,<=,85#4865178
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#p.AnswerCount,<=,3,pl.LinkTypeId,=,1,ph.PostHistoryTypeId,=,25,v.CreationDate,>=,1280188800,v.CreationDate,<=,1410480000#84052
comments c,votes v,badges b,users u#u.Id=c.UserId,u.Id=v.UserId,u.Id=b.UserId#c.Score,=,0,v.CreationDate,<=,1410220800,b.Date,>=,1279634352,b.Date,<=,1409531634,u.DownVotes,>=,0,u.DownVotes,<=,1#9531125
comments c,postHistory ph,badges b,votes v,users u#u.Id=b.UserId,b.UserId=ph.UserId,ph.UserId=v.UserId,v.UserId=c.UserId#ph.PostHistoryTypeId,=,10,ph.CreationDate,>=,1281174740,ph.CreationDate,<=,1408493452,b.Date,>=,1280089417,u.Reputation,>=,1,u.Reputation,<=,2908,u.DownVotes,>=,0,u.DownVotes,<=,18#4361463
comments c,posts p,postLinks pl,postHistory ph,users u#p.Id=pl.RelatedPostId,pl.RelatedPostId=c.PostId,pl.RelatedPostId=ph.PostId,u.Id=c.UserId#c.CreationDate,>=,1279569675,p.Score,=,1,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.CreationDate,>=,1280520045,pl.CreationDate,>=,1313955923,pl.CreationDate,<=,1408625668,ph.PostHistoryTypeId,=,6,ph.CreationDate,>=,1286082078,u.Reputation,>=,1,u.DownVotes,>=,0,u.UpVotes,>=,0,u.UpVotes,<=,497,u.CreationDate,>=,1280194360,u.CreationDate,<=,1409678147#97
comments c,posts p,postLinks pl,postHistory ph,users u#p.Id=pl.RelatedPostId,pl.RelatedPostId=c.PostId,pl.RelatedPostId=ph.PostId,u.Id=c.UserId#p.Score,>=,0,pl.CreationDate,>=,1318527456,pl.CreationDate,<=,1407048907#194021
comments c,posts p,postLinks pl,postHistory ph,votes v,users u#p.Id=pl.PostId,p.Id=ph.PostId,p.Id=c.PostId,u.Id=c.UserId,u.Id=v.UserId#c.Score,=,0,p.PostTypeId,=,1,p.AnswerCount,<=,7,pl.LinkTypeId,=,1,ph.CreationDate,<=,1409773220,v.BountyAmount,<=,50,u.UpVotes,>=,0#2165
postHistory ph,posts p,votes v,users u#p.Id=ph.PostId,u.Id=p.OwnerUserId,p.Id=v.PostId#p.Score,<=,18,p.AnswerCount,>=,0,p.CommentCount,>=,0,u.Reputation,>=,1,u.Reputation,<=,551,u.Views,>=,0,u.CreationDate,>=,1317099903,u.CreationDate,<=,1409775141#412641
comments c,postHistory ph,badges b,users u#u.Id=c.UserId,u.Id=ph.UserId,u.Id=b.UserId#c.CreationDate,>=,1279633331,u.Reputation,<=,185,u.UpVotes,>=,0#5107999
comments c,posts p,postLinks pl,votes v,badges b,users u#p.Id=c.PostId,p.Id=pl.RelatedPostId,p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#c.Score,=,1,p.ViewCount,<=,4787,p.AnswerCount,>=,0,p.AnswerCount,<=,7,p.FavoriteCount,>=,0,u.Views,>=,0,u.UpVotes,>=,0,u.UpVotes,<=,30#13681
comments c,postHistory ph,votes v,users u#u.Id=v.UserId,v.UserId=ph.UserId,ph.UserId=c.UserId#ph.CreationDate,>=,1280542170,u.Reputation,<=,140,u.DownVotes,<=,0,u.UpVotes,>=,0,u.UpVotes,<=,32#956791
comments c,postHistory ph,votes v,users u#u.Id=v.UserId,v.UserId=ph.UserId,ph.UserId=c.UserId#c.CreationDate,>=,1282471027,c.CreationDate,<=,1409909538,ph.PostHistoryTypeId,=,5,v.BountyAmount,<=,50,u.Reputation,>=,1,u.Views,>=,0,u.Views,<=,15,u.UpVotes,<=,93#7105
postHistory ph,posts p,users u,badges b#u.Id=p.OwnerUserId,p.OwnerUserId=ph.UserId,ph.UserId=b.UserId#ph.CreationDate,<=,1409701590,u.Reputation,<=,869,u.DownVotes,<=,0,u.UpVotes,>=,0#10481831
tags t,posts p,users u,postHistory ph,badges b#p.Id=t.ExcerptPostId,u.Id=ph.UserId,u.Id=b.UserId,u.Id=p.OwnerUserId#t.Count,>=,2,u.UpVotes,>=,0,ph.CreationDate,>=,1282072085,ph.CreationDate,<=,1410257257,b.Date,<=,1409679102#332510662
postLinks pl,posts p,users u,badges b#p.Id=pl.RelatedPostId,u.Id=p.OwnerUserId,u.Id=b.UserId#pl.LinkTypeId,=,1,p.PostTypeId,=,1,p.Score,>=,-2,p.Score,<=,67,p.ViewCount,>=,0,u.Reputation,>=,1,u.Reputation,<=,260,u.DownVotes,<=,0,u.UpVotes,>=,0,u.UpVotes,<=,55,u.CreationDate,<=,1407425276#24622
postLinks pl,posts p,votes v,users u#p.Id=pl.RelatedPostId,p.Id=v.PostId,u.Id=p.OwnerUserId#pl.CreationDate,>=,1287301582,pl.CreationDate,<=,1407840566,p.ViewCount,>=,0,p.CommentCount,>=,0,v.BountyAmount,>=,0,v.CreationDate,<=,1409788800,u.Reputation,<=,238,u.Views,>=,0,u.Views,<=,206#172
